gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
32,300,128,20,100,0,tardos,0.03125,0,0.1,0.9609375,0.875,0.13481907181247443,0.0017143136297782023,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,0.0033079155361148316,,,0.0014914623241013216,
32,300,128,20,100,0,tardos,0.03125,1,0.1,0.9453125,0.875,0.13451062153027044,0.0013584094580043596,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,0.0033079155361148316,4.169665277242564e-05,0.002859221779859218,0.0014914623241013216,0.004207975428214654
32,300,128,20,100,0,tardos,0.03125,2,0.1,0.9375,0.875,0.1347699425334731,0.0016576260001612856,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,0.0033079155361148316,4.169665277242564e-05,0.002859221779859218,,0.004207975428214654
32,300,128,20,100,0,tardos,0.03125,0,0.2,0.9609375,0.8125,0.20116700996746809,0.0014587624593351029,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,0.0033079155361148316,,,0.0014914623241013216,
32,300,128,20,100,0,tardos,0.03125,1,0.2,0.8828125,0.8125,0.20106913960091938,0.0013364245011492297,,,0.0014570630734024562,0.0033079155361148316,4.169665277242564e-05,,0.0014914623241013216,0.004207975428214654
32,300,128,20,100,0,tardos,0.03125,2,0.2,0.96875,0.8125,0.20076255446155836,0.0009531930769479258,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,0.0033079155361148316,4.169665277242564e-05,0.002859221779859218,,0.004207975428214654
32,300,128,20,100,0,tardos,0.03125,0,0.3,0.9140625,0.75,0.2677686211728086,0.0015026652356480554,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,0.0033079155361148316,,,0.0014914623241013216,
32,300,128,20,100,0,tardos,0.03125,1,0.3,0.859375,0.75,0.2677013712126378,0.0014109607445060386,,,0.0014570630734024562,0.0033079155361148316,4.169665277242564e-05,,,0.004207975428214654
32,300,128,20,100,0,tardos,0.03125,2,0.3,0.9296875,0.75,0.2673929412590384,0.000990374444143275,,0.000898029507453585,,,4.169665277242564e-05,0.002859221779859218,,
32,300,128,20,100,0,tardos,0.03125,0,0.4,0.859375,0.625,0.401033293178635,0.0017221552977250139,0.0012033166944197767,0.000898029507453585,0.0014570630734024562,,,,0.0014914623241013216,
